seconds	x_angle	y_angle	z_angle	product 0	product 1	product 2	product 3	product 4	product 5	product 6
24.36666667	-11.581795	-14.161858	-1.950974	39815.60867	46450.08969	67837.00011	56770.96199	76486.25022	83079.86525	84533.85428
24.4	-10.90802	-14.457489	-1.939659	39596.26664	45712.64569	66795.55618	56109.20852	75465.71327	82421.55454	83616.29062
24.43333333	-11.403107	-14.609108	-1.187378	39537.41185	46068.9948	67406.72061	56132.98441	75801.21363	82331.15701	83779.76746
24.46666667	-10.870224	-16.54261	-1.352112	38539.58059	44790.33164	65984.72371	53560.48172	73148.58357	79203.80381	80744.88115
24.5	-10.2313	-18.48127	-0.772453	37848.8179	43685.43895	64603.53119	51071.64755	70484.5489	76095.26258	77690.14068
24.53333333	-10.368019	-19.926743	-0.190002	37534.98179	43548.39663	64512.71907	49565.33941	69205.5098	73985.92379	75927.26036
24.56666667	-10.193954	-19.422821	0.216385	37625.86256	43474.61375	64365.09107	50027.55159	69511.93405	74681.78609	76439.34326
24.6	-7.739258	-21.738556	-0.344009	37616.59654	41430.3782	60892.47734	46729.12604	64793.76473	70647.03325	71639.11887
24.63333333	-8.68058	-22.876595	-0.082962	37515.42581	42173.54739	62072.36505	45956.04236	64739.19899	69219.85639	70928.34573
24.66666667	-10.032997	-24.649208	-0.165367	37694.75368	43480.06874	63875.24679	44929.04184	64681.26581	67062.15536	69854.06804
24.7	-10.963318	-21.783119	2.188446	37394.0972	43939.48128	65092.44483	47952.54066	68113.31129	71450.44815	74065.33471
24.73333333	-9.755119	-25.242722	2.43692	37850.42163	43401.27647	63571.39521	44317.69186	63913.0872	66142.00748	68932.09614
24.76666667	-8.513268	-24.289001	2.366028	37729.69237	42258.87271	61908.11384	44622.14534	63364.96086	67150.52018	69081.94271
24.8	-8.141022	-23.272644	3.472626	37625.47379	41826.35684	61386.73908	45396.83766	63836.3313	68514.22644	70030.67407
24.83333333	-6.299706	-24.709747	4.337784	38259.09767	40884.0754	59180.14911	43564.05353	60741.59748	66046.11161	66904.54469
24.86666667	-4.136551	-24.855614	5.335968	39036.37931	39746.09658	56576.07036	42996.02206	58474.48364	65474.84046	65185.94623
24.9	-4.317963	-23.560722	6.497589	38734.30575	39542.10942	56647.19207	44173.1254	59763.11395	67370.54881	66919.23616
24.93333333	-6.401131	-24.410461	7.10405	38168.421	40874.92893	59272.90621	43848.69556	61092.39107	66494.64213	67342.52974
24.96666667	-4.32917	-22.835594	6.715271	38659.97583	39440.58683	56619.0319	44855.17035	60424.24167	68428.99843	67842.79292
25	-5.649208	-23.946541	7.27269	38305.37313	40330.69687	58303.35706	44074.69365	60731.46331	67020.43272	67367.37393
25.03333333	-5.617691	-23.238754	7.029167	38222.05876	40192.45021	58218.25411	44714.60427	61316.85991	68039.12003	68224.26821
25.06666667	-5.455498	-23.884918	6.998428	38358.71017	40208.35149	58060.31809	44087.58206	60592.3593	67075.77722	67305.7951
25.1	-5.59594	-23.597549	6.980377	38271.42608	40236.11511	58211.65246	44378.75199	60980.3853	67515.3237	67761.73441
25.13333333	-5.996826	-23.884399	7.189438	38188.6526	40521.96659	58726.78885	44211.44197	61131.186	67172.96976	67693.20826
25.16666667	-6.354759	-24.166237	7.087769	38134.5565	40793.72472	59192.65427	44050.48037	61250.63446	66835.87522	67606.6658
25.2	-7.195015	-23.947876	6.827057	37892.53722	41284.36422	60222.33469	44480.43941	62287.67078	67324.46012	68493.3378
25.23333333	-7.043671	-24.873756	6.892609	38112.27505	41388.97618	60118.67073	43632.66022	61364.69638	65967.16646	67258.8187
25.26666667	-7.895241	-25.648674	7.820778	38156.63679	42166.525	61278.18988	43270.13167	61629.33813	65066.90848	66986.32134
25.3	-7.205307	-27.61879	9.160881	39028.29884	42457.82231	60825.49844	41577.70432	59449.03903	62146.01229	64171.34235
25.33333333	-9.010826	-28.491699	8.85807	39192.85775	44058.84227	63249.47448	41659.60416	60768.06739	61419.08667	64636.73079
25.36666667	-8.27536	-26.739502	8.199211	38475.70615	42794.72096	61935.4853	42568.68713	61204.17652	63633.89442	66015.22168
25.4	-10.209656	-26.461655	8.803909	38229.99562	44111.38111	64308.43642	43572.04965	63478.30014	64575.4347	67894.68744
25.43333333	-9.28476	-26.392067	7.348755	38240.84813	43387.94364	63130.38509	43220.90533	62533.43366	64394.97048	67220.24307
25.46666667	-10.732895	-24.531799	7.31749	37671.29606	44019.41646	64771.57102	45347.35218	65529.53465	67444.33894	70561.29135
25.5	-10.529709	-22.695534	6.149475	37408.29812	43608.52175	64475.87279	46884.67003	66845.25059	69999.27593	72598.36669
25.53333333	-10.668747	-23.801125	6.680573	37534.0092	43842.18123	64657.38821	45946.60572	66056.43009	68460.31963	71376.02813
25.56666667	-10.826462	-23.113602	5.560501	37450.29994	43890.09484	64858.0311	46635.91548	66803.99218	69491.23452	72329.89055
25.6	-11.806244	-23.970398	4.979851	37632.39397	44831.65654	66152.01667	46357.74596	67153.43436	68593.92908	72111.18819
25.63333333	-10.795547	-23.092316	3.547691	37447.15579	43862.20276	64817.66114	46640.86741	66788.8811	69512.00286	72330.59871
25.66666667	-11.206223	-23.35183	3.108246	37494.4913	44235.24448	65355.75001	46601.80306	67012.32493	69272.30348	72352.17903
25.7	-10.836212	-22.384201	2.6539	37399.02367	43846.45738	64889.74634	47317.51677	67444.69922	70542.10292	73224.50012
25.73333333	-10.983795	-22.670578	2.198257	37420.05673	43986.92374	65073.7448	47118.0983	67353.69999	70176.36554	72994.24208
25.76666667	-10.700684	-23.057404	1.5821	37441.02784	43779.81912	64693.59192	46628.6776	66716.76279	69532.3868	72296.20227
25.8	-10.945267	-23.942856	1.695358	37565.97642	44092.75953	65022.02984	45953.04485	66238.04392	68346.53524	71432.41757
25.83333333	-10.717247	-23.06279	1.011589	37441.97733	43794.10588	64715.25291	46631.41871	66729.94425	69529.82406	72303.04851
25.86666667	-11.092155	-23.051407	0.922501	37455.76212	44108.244	65207.93243	46818.64946	67143.34712	69664.76547	72620.70501
25.9	-11.030563	-21.76722	0.98967	37397.36416	43996.83699	65182.75742	47999.46591	68199.52441	71494.5851	74138.94044
25.93333333	-10.876442	-20.80687	0.308792	37437.04346	43895.11959	65069.50523	48881.16843	68910.84476	72844.52729	75211.60535
25.96666667	-10.60321	-21.654984	0.377151	37384.40877	43635.40312	64625.34437	47912.39422	67844.4634	71525.43851	73936.51603
26	-11.184174	-21.39032	-0.075058	37414.99491	44133.31627	65418.11064	48440.94034	68703.73013	72090.02454	74728.91111
26.03333333	-10.76844	-21.543266	-0.076996	37391.0502	43775.23748	64852.73679	48096.84487	68121.18554	71738.0567	74206.51366
26.06666667	-11.144691	-21.00631	0.567612	37434.04003	44113.96399	65404.29117	48804.40199	69012.24514	72636.63495	75175.46202
26.1	-10.566093	-21.442116	0.468636	37389.49241	43606.67752	64593.37076	48105.09665	67997.84724	71823.63477	74171.57446
26.13333333	-10.72419	-21.161125	0.968285	37406.18748	43747.60652	64828.75634	48455.42772	68422.29807	72280.73765	74647.2284
26.16666667	-10.335426	-21.53598	1.457504	37384.61089	43413.63011	64281.02717	47910.50007	67668.23224	71618.33736	73872.57887
26.2	-10.421875	-21.929558	1.676788	37380.1865	43486.30525	64367.3874	47564.18256	67405.22262	71072.60276	73452.73832
26.23333333	-10.805061	-21.906189	1.554039	37387.62944	43806.22758	64874.4926	47759.95203	67834.12889	71222.97138	73786.69235
26.26666667	-10.590576	-22.717636	1.17469	37410.74776	43660.48049	64555.18071	46891.71763	66891.15136	69986.10233	72620.20146
26.3	-10.381622	-22.970642	1.264343	37428.41323	43508.61307	64276.79973	46563.1083	66449.51394	69559.01384	72145.09931
26.33333333	-10.220612	-22.586891	1.015274	37400.66437	43347.66949	64073.79478	46848.67694	66610.47531	70062.79393	72484.67441
26.36666667	-10.259308	-23.492325	2.220085	37485.94492	43465.7176	64118.05401	46034.49725	65875.02764	68774.97019	71416.172
26.4	-10.351196	-22.072411	1.319893	37381.3434	43431.10763	64266.18532	47395.11448	67202.76192	70844.63096	73220.35215
26.43333333	-10.628036	-23.055405	2.690987	37439.16724	43719.31888	64598.40421	46597.02639	66640.52903	69512.7294	72240.06992
26.46666667	-10.466751	-22.641853	2.023636	37404.12433	43552.89262	64394.7259	46906.40073	66824.66834	70057.38155	72613.50383
26.5	-11.012802	-22.489876	2.382858	37411.10407	44001.01925	65118.3817	47300.78344	67541.87582	70445.43161	73237.79328
26.53333333	-10.560684	-22.67337	3.245926	37407.30104	43632.63859	64517.10503	46919.38907	66897.59019	70040.61716	72650.1953
26.56666667	-10.782928	-21.945625	2.892853	37387.06319	43788.11028	64842.70268	47711.68778	67775.32103	71159.04426	73720.36068
26.6	-11.249008	-22.348244	2.696182	37418.05298	44196.48027	65436.9525	47547.05701	67919.86446	70724.91243	73601.98897
26.63333333	-10.527519	-22.333763	3.216675	37389.5425	43586.1269	64485.40928	47224.02067	67159.05426	70519.87532	73039.03986
26.66666667	-10.353317	-21.721222	2.483612	37380.84142	43427.66214	64290.77371	47736.54158	67519.58107	71354.40414	73656.48956
26.7	-10.903923	-22.083687	3.321655	37392.90005	43893.14859	64994.29465	47634.95024	67782.01898	70996.95568	73647.39397
26.73333333	-10.537621	-21.486862	3.014809	37387.54316	43582.13859	64551.9647	48048.20701	67926.98323	71749.98134	74093.3534
26.76666667	-10.189468	-22.356094	3.029816	37389.80784	43309.3751	64040.76625	47053.08794	66779.91673	70386.57816	72743.03212
26.8	-9.792274	-21.614754	3.247955	37392.971	42971.50528	63560.97737	47602.01025	67024.60895	71347.31279	73349.31133
26.83333333	-10.287163	-22.581543	3.246254	37399.98561	43401.59555	64161.07393	46882.95276	66685.90116	70090.27237	72544.08321
26.86666667	-10.28434	-21.467712	2.712662	37386.79625	43372.36632	64219.15175	47955.6273	67676.30141	71702.64613	73917.40623
26.9	-10.476349	-21.184357	3.039139	37400.19579	43538.69741	64498.08038	48321.45271	68138.34792	72172.30157	74422.33063
26.93333333	-10.909363	-20.767853	3.140533	37441.81452	43925.7993	65117.95829	48935.80058	68982.03583	72911.70243	75286.7117
26.96666667	-10.565994	-22.208	2.989594	37386.10301	43613.08621	64541.815	47361.06299	67310.98686	70713.16584	73224.14911
27	-10.052559	-22.204826	2.971756	37386.90273	43191.74328	63867.77314	47138.24717	66768.71779	70565.23568	72821.17017
27.03333333	-10.120415	-21.883759	2.539856	37381.41114	43238.20027	63973.75363	47477.02881	67127.00801	71050.12795	73271.44679
27.06666667	-10.150375	-22.175011	2.477554	37384.55645	43269.98642	63997.32879	47208.90381	66898.67547	70636.87838	72935.03767
27.1	-9.633453	-22.161301	3.018784	37400.2315	42855.04901	63321.94282	47004.62297	66365.84565	70509.06432	72546.72628
27.13333333	-9.530296	-21.845596	2.864319	37402.51696	42765.19679	63203.37272	47268.79525	66541.05679	70938.75385	72858.41776
27.16666667	-9.561371	-22.176353	2.521851	37404.3011	42798.8178	63227.32001	46960.79856	66276.78036	70467.23261	72472.01038
27.2	-9.91478	-22.707092	2.837509	37413.85869	43109.33428	63671.46076	46604.06174	66181.28247	69800.1802	72095.59716
27.23333333	-9.99086	-22.128304	3.064789	37386.4614	43139.16879	63790.54005	47185.34654	66771.55135	70658.16169	72867.08135
27.26666667	-9.976524	-22.086861	3.360565	37386.04304	43126.28747	63773.80084	47219.14208	66793.35167	70714.06245	72907.03245
27.3	-9.956749	-21.897751	3.080704	37384.81526	43105.83216	63758.18638	47393.75146	66941.77975	70982.60476	73125.6777
27.33333333	-9.780228	-21.470146	2.997818	37397.41277	42962.86508	63555.95839	47739.9805	67143.77725	71554.58821	73520.54722
27.36666667	-9.79538	-21.981827	2.635376	37390.40766	42978.08337	63542.16298	47244.60918	66696.47095	70814.72125	72895.26246
27.4	-10.557861	-22.125473	2.965775	37384.04038	43603.64857	64535.31482	47436.31504	67375.38548	70829.97669	73319.16684
27.43333333	-10.09906	-20.751808	3.071243	37433.5261	43248.55687	64044.85193	48595.56312	68142.00094	72694.837	74670.70088
27.46666667	-10.956932	-20.77787	2.788536	37442.92517	43965.85415	65180.14116	48947.48619	69023.2825	72911.71443	75311.89652
27.5	-9.810532	-22.513977	2.917877	37405.79319	43013.02247	63540.19887	46741.65121	66240.07359	70048.82506	72250.35573
27.53333333	-10.211502	-22.355804	2.759186	37389.59104	43327.3092	64069.65055	47062.96624	66803.54607	70393.49116	72760.82876
27.56666667	-10.093018	-21.997208	2.118423	37382.41301	43218.1227	63931.21051	47355.33305	66996.42251	70877.64783	73109.4368
27.6	-10.36618	-21.6866	2.263161	37381.35933	43438.24206	64310.19162	47776.05215	67564.4371	71408.49855	73709.61264
27.63333333	-10.302567	-21.125641	2.437119	37402.97895	43396.64008	64274.00453	48304.26872	68008.86641	72206.71945	74359.27013
27.66666667	-10.479683	-22.935745	2.37001	37426.02169	43586.00822	64405.53682	46639.3501	66584.2828	69638.85223	72265.99674
27.7	-10.315643	-21.496277	2.260757	37385.79709	43397.77025	64258.10884	47941.0271	67683.38744	71670.27129	73906.43746
27.73333333	-10.208244	-22.045143	2.242508	37381.48698	43313.15574	64079.82638	47358.79875	67075.49959	70841.84541	73140.97093
27.76666667	-10.191658	-21.041222	2.28463	37409.13007	43308.77101	64135.9262	48341.41226	67970.02724	72297.78627	74378.39748
27.8	-9.606239	-21.373413	3.214279	37408.87123	42825.66001	63335.57059	47765.29608	67050.4341	71647.43965	73506.98645
27.83333333	-9.994507	-20.908157	2.531593	37422.28518	43154.06087	63889.58238	48392.58596	67886.58713	72436.00829	74392.30524
27.86666667	-10.809998	-20.672363	2.432022	37447.13913	43847.7192	64997.2034	48987.64761	68965.49761	73021.04258	75328.07864
27.9	-10.235825	-21.427887	2.699539	37388.44817	43333.09686	64158.47871	47974.02792	67661.37371	71746.43351	73928.95735
27.93333333	-9.891052	-21.222115	3.078644	37404.3108	43057.19494	63722.423	48032.99182	67487.47114	71947.62245	73917.23579
27.96666667	-10.184975	-21.454987	2.760132	37387.92335	43290.92933	64089.23165	47925.27725	67583.02668	71692.14983	73855.2532
28	-10.307297	-21.2845	2.957352	37394.24481	43395.22671	64265.24936	48147.46691	67867.87785	71976.30554	74164.13992
28.03333333	-10.128197	-20.618347	2.808128	37446.04858	43281.67235	64099.08099	48744.40967	68297.61633	72898.93101	74861.99683
28.06666667	-10.382935	-21.378357	2.898949	37390.11581	43455.46266	64356.79385	48087.15025	67861.94806	71861.80663	74106.41312
28.1	-9.991791	-20.924461	2.900238	37421.07159	43150.99937	63884.27396	48374.91644	67868.57052	72411.36581	74369.65412
28.13333333	-9.939804	-20.614441	2.60141	37450.44475	43128.13954	63850.63368	48669.66717	68104.23992	72851.27677	74721.01933
28.16666667	-10.633987	-20.453537	2.612503	37465.75873	43716.09444	64790.86756	49132.88634	68984.37432	73288.76414	75465.44164
28.2	-10.388092	-20.563683	2.42942	37450.38895	43500.73082	64450.0364	48911.7372	68621.76773	73054.35353	75133.55572
28.23333333	-10.723236	-20.6791	2.921326	37443.82505	43773.55094	64880.91967	48941.62482	68867.32101	72984.85453	75251.0729
28.26666667	-10.221313	-21.541176	2.726601	37384.91221	43319.65704	64130.22057	47855.78799	67542.93693	71577.27717	73776.34068
28.3	-10.011116	-21.490982	3.085464	37389.61656	43148.70277	63857.53888	47815.58878	67367.12298	71589.57553	73674.28251
28.33333333	-10.214424	-21.502029	2.727554	37386.10923	43314.42739	64124.23048	47891.44468	67571.25381	71632.23633	73819.70296
28.36666667	-10.793312	-21.315231	2.297455	37400.20294	43800.92265	64905.63567	48333.37286	68354.79322	72077.31766	74509.85379
28.4	-10.486511	-21.880035	3.209641	37380.62895	43539.14663	64455.64066	47640.89286	67518.18383	71163.74926	73565.21215
28.43333333	-10.903687	-21.264122	2.976944	37406.6616	43896.27244	65056.98556	48434.75373	68518.94076	72185.71636	74661.39141
28.46666667	-10.756119	-21.077492	2.984451	37412.282	43778.10386	64879.63475	48553.60296	68533.03409	72412.44397	74777.08558
28.5	-10.831581	-20.957863	2.87619	37423.13062	43848.02287	64992.67675	48708.13471	68723.42964	72610.12221	74986.66918
28.53333333	-10.941086	-20.634415	3.000305	37455.94717	43962.51864	65176.57846	49086.12303	69139.96536	73116.75452	75479.63642
28.56666667	-11.556068	-22.011734	2.249794	37432.86901	44453.77653	65863.99528	48017.0194	68547.36759	71310.28387	74263.46171
28.6	-10.488045	-21.080368	2.519119	37406.64515	43552.56279	64523.87393	48430.81297	68246.39237	72327.54611	74561.71583
28.63333333	-10.779297	-20.075737	2.366158	37519.22395	43877.52556	65037.94807	49589.46833	69495.33475	73887.84638	76058.54058
28.66666667	-10.488014	-19.76857	2.309418	37561.89707	43669.28686	64697.68419	49784.04227	69483.33488	74254.47004	76222.65135
28.7	-10.787376	-20.759445	2.684853	37438.14479	43822.38002	64956.5652	48888.77794	68860.40747	72886.68551	75200.65104
28.73333333	-10.547165	-20.825829	2.181992	37426.61248	43615.32353	64629.68881	48713.8706	68544.48721	72717.20734	74927.7333
28.76666667	-11.040154	-20.140625	2.327301	37520.51967	44093.9942	65376.80746	49640.31118	69709.58424	73871.94355	76181.8331
28.8	-10.200821	-20.53466	2.897903	37454.05319	43347.85853	64205.49688	48861.15679	68452.42116	73042.61814	75024.33125
28.83333333	-10.272324	-21.352135	3.13237	37391.26256	43364.66005	64213.07496	48064.98653	67769.06351	71867.4659	74052.17085
28.86666667	-10.553741	-21.005928	3.209854	37412.58184	43610.93894	64618.62878	48534.74099	68384.54701	72455.85306	74706.76043
28.9	-10.438004	-21.353386	2.863609	37391.45725	43501.73511	64431.73122	48136.13516	67942.99183	71914.50494	74180.9582
28.93333333	-10.466934	-20.654861	2.946922	37441.48505	43559.60025	64543.37634	48852.68533	68619.2938	72943.80575	75080.09912
28.96666667	-10.575577	-20.764481	2.649841	37432.485	43643.06867	64674.4875	48788.77119	68631.58635	72815.47467	75027.26222
29	-10.469673	-20.96344	2.982437	37414.62265	43542.74566	64511.74066	48540.43567	68334.9887	72492.91336	74693.90072
29.03333333	-10.522469	-21.657928	2.771599	37383.05601	43567.96501	64518.47175	47873.3326	67756.03889	71496.80447	73868.81908
29.06666667	-10.554886	-21.557938	2.427223	37385.73395	43595.66483	64569.00896	47985.91902	67880.84836	71651.83003	74018.65472
29.1	-10.175911	-21.594337	3.039124	37383.99476	43282.06441	64066.37566	47783.85428	67446.7618	71486.70481	73674.49631
29.13333333	-10.648621	-21.906281	3.017212	37383.31666	43674.68085	64667.80489	47688.3784	67667.1783	71174.79883	73661.68316
29.16666667	-10.317101	-21.534416	2.843124	37384.66454	43398.52403	64256.98635	47904.03869	67650.27469	71615.20929	73860.09305
29.2	-10.237083	-21.489838	2.75708	37386.3176	43333.18262	64155.06209	47913.27532	67606.26178	71656.5977	73852.69097
29.23333333	-10.311935	-20.940147	2.959579	37415.74826	43412.84409	64305.42172	48495.17224	68190.23264	72480.54733	74599.43739
29.26666667	-10.599777	-21.452347	2.901825	37389.72258	43634.6933	64637.05671	48110.0717	68024.29221	71818.90311	74185.51916
29.3	-10.348328	-21.603767	3.255318	37382.90954	43423.73566	64292.78921	47849.4453	67620.42264	71523.5761	73798.42609
29.33333333	-10.298378	-21.942101	2.871117	37380.01699	43384.71213	64204.11081	47497.62944	67263.01092	71017.70371	73339.49965
29.36666667	-9.680481	-21.377457	3.536285	37405.09615	42884.59887	63432.54285	47791.31251	67124.27527	71662.01255	73559.28319
29.4	-10.84375	-20.737732	3.177902	37442.06313	43871.82953	65034.18853	48936.43172	68940.38899	72935.65081	75272.55663
29.43333333	-10.517525	-20.81057	3.034164	37427.51543	43591.42262	64592.11186	48716.26746	68527.37624	72730.7167	74923.62425
29.46666667	-10.80407	-19.92231	3.169853	37543.4847	43917.03931	65094.72012	49761.25332	69667.91239	74121.39482	76273.23013
29.5	-11.008286	-20.75296	3.274384	37447.53954	44011.61144	65251.58331	48996.4536	69101.02649	72964.03936	75383.98692
29.53333333	-10.657852	-21.139763	3.198547	37405.78591	43692.48531	64742.89716	48446.88411	68371.52183	72291.78019	74621.39513
29.56666667	-10.851547	-20.788612	3.028778	37437.72009	43875.06662	65038.51083	48888.31838	68901.36534	72863.59935	75214.79895
29.6	-10.453606	-21.664299	2.858505	37382.19665	43510.67119	64427.10848	47836.4671	67677.22248	71466.91318	73806.3893
29.63333333	-10.535233	-21.162971	2.708839	37402.13875	43588.6634	64578.11089	48368.90544	68220.29379	72221.06288	74495.50226
29.66666667	-10.886093	-21.006027	3.183853	37421.62744	43891.95943	65059.925	48684.60199	68736.93689	72556.53962	74969.64759
29.7	-10.488251	-21.216461	2.817032	37398.54483	43547.50899	64510.74925	48294.63512	68121.47146	72129.02082	74391.56756
29.73333333	-11.380173	-21.047935	2.391289	37446.56361	44316.52186	65714.08005	48874.65955	69225.98176	72650.84264	75312.44276
29.76666667	-10.714104	-22.125671	2.82428	37387.35081	43734.19503	64741.25885	47507.08584	67541.85301	70877.42418	73443.64583
29.8	-10.854828	-21.461823	2.853531	37396.45733	43849.66422	64974.09454	48216.58601	68286.99287	71882.99841	74376.48895
29.83333333	-11.134712	-21.723221	2.981827	37403.3263	44086.14286	65324.27982	48091.37119	68350.55091	71591.24501	74277.013
29.86666667	-11.307266	-22.448235	2.864204	37426.10107	44251.04038	65509.50519	47481.12524	67895.41363	70599.84549	73527.38623
29.9	-10.749992	-21.14624	3.126526	37407.80119	43770.00946	64864.48409	48481.99142	68463.35535	72310.29701	74686.28255
29.93333333	-11.477196	-21.295113	3.377975	37439.73538	44391.16476	65817.9662	48675.75173	69104.60203	72322.47233	75083.24866
29.96666667	-11.838364	-21.252724	3.343483	37475.49437	44712.22039	66305.64651	48896.20077	69532.5081	72503.08738	75429.06224
30	-11.401291	-21.187332	3.604355	37439.4569	44328.68376	65727.46419	48745.83941	69121.15511	72454.65641	75155.8677
30.03333333	-11.471703	-21.263824	3.557175	37440.83181	44387.42797	65813.74146	48704.04595	69127.12928	72366.17211	75117.64831
30.06666667	-11.139648	-21.842453	3.532822	37402.64999	44090.63545	65322.05663	47978.07079	68249.20436	71420.14098	74133.91917
30.1	-11.537262	-21.813522	2.913185	37430.80209	44435.61344	65852.98042	48198.36002	68702.9792	71590.48594	74491.5017
30.13333333	-11.264023	-22.046448	3.512169	37411.26547	44200.38563	65473.54282	47841.24518	68201.60264	71165.0015	73983.56453
