,frame_number,x_angle,y_angle,z_angle,product 0,product 1,product 2,product 3,product 4,product 5,product 6
23,711,-4.579346,-6.8473429999999995,4.209526,47141.02303914317,47267.25350396058,63212.90870793289,65103.58286952408,79388.67780875872,93698.17210086787,90924.33920963375
24,712,-4.103873999999999,-11.481537,5.044098,42985.73696410244,42927.99221408779,59398.06346730077,58290.71405752197,72735.13730716365,85905.63856834157,83451.68379822098
25,713,-4.794037,-11.966629,4.044708,42331.36214203842,42923.77597740153,59984.86066069041,57697.18176797283,72699.42051924308,85179.86735658433,83118.68178378385
26,714,-3.8315050000000004,-11.330627,3.20208,43224.33169591371,42913.24865994646,59149.765216689586,58477.73136898209,72704.43950575645,86131.73508232548,83528.43258622757
27,715,-5.011024,-10.457596,2.519234,43468.315672126075,44166.46108792714,61139.839143842626,59825.29288864602,74817.97873404453,87663.84027538705,85513.44447927148
28,716,-4.615051,-11.127303999999999,0.341125,43059.20706618662,43442.53485322823,60238.94901234038,58835.8450495825,73617.25417566558,86527.49905378661,84273.51167834831
29,717,-7.670441,-13.447929,0.194183,40461.57581386082,43733.184694426825,62923.34791169771,56285.64937963959,73467.99132336416,83231.74048173534,82750.10433187897
30,718,-6.114052,-12.179886,0.194939,41724.62691660565,43518.03543598713,61539.968861578665,57615.05314854974,73582.68503986017,84995.88902186597,83593.22262926759
31,719,-7.377007000000001,-13.065430000000001,-0.470947,40775.78976047184,43758.39532590846,62721.12267467513,56710.734163037996,73650.06270494791,83783.52755330477,83105.94289353647
32,720,-7.639732,-12.802826,-1.4536129999999998,40905.61454953654,44098.90670764993,63191.61363575659,57125.52295318629,74209.32468488751,84249.75753605374,83657.53376336992
33,721,-7.650055,-12.997910000000001,-1.7030869999999998,40768.02386322144,43986.018113042184,63109.650847445795,56870.335761985705,73984.72481368242,83941.34529199712,83382.83022104173
34,722,-9.168655000000001,-11.418625,-2.222305,41738.36053839966,46124.43105343709,65932.40832021287,59433.91961450891,77332.1728947069,86783.68510614125,86697.1048161739
35,723,-9.027527000000001,-10.769112,-2.111366,42283.70183551729,46488.71410657831,66118.34694213561,60280.395020116914,78005.00644551014,87802.67271137715,87556.64223618267
36,724,-8.987152,-11.459610000000001,-2.032089,41721.59490085377,45958.639890653205,65668.98142314302,59320.08099348111,77109.39758980474,86676.95751650052,86513.22941739901
37,725,-9.137177000000001,-10.302475,-2.554733,42674.63736697501,46925.56661084499,66543.93535339473,60963.808103281066,78695.60040780464,88586.53856022017,88323.23020869872
38,726,-9.386353,-10.213516,-2.378342,42734.099129828384,47182.85907116969,66928.68242632567,61168.214580954096,79043.06738539094,88787.97250541765,88624.68110525962
39,727,-9.794029,-11.451538000000001,-1.972733,41674.84446069307,46586.01798758051,66747.14182788625,59600.32266820153,77891.15698410744,86878.12610086409,87081.9488403089
40,728,-10.239388,-11.705872,-2.290741,41464.459615793225,46768.48018761612,67204.88542083444,59417.86459722416,78014.02043814318,86581.7629436904,87026.73474435956
41,729,-10.191939999999999,-13.416672,-2.176041,40232.77686984927,45664.402260567294,66282.68491979309,57145.15288109264,75936.58507263,83852.88886594553,84545.29382605858
42,730,-10.315605,-13.941482999999998,-1.9545439999999998,39895.753988368626,45477.953719784506,66213.63768064782,56520.61072903328,75454.5682600768,83062.28807824138,83897.21600775083
43,731,-11.581795,-14.161857999999999,-1.9509740000000002,39815.6086720975,46450.089687925276,67837.00010878283,56770.96198603945,76486.25021858841,83079.86524536813,84533.854280719
44,732,-10.90802,-14.457489,-1.939659,39596.26664051263,45712.645685934054,66795.55618466869,56109.208524178066,75465.71327060244,82421.55453811437,83616.29062131082
45,733,-11.403107,-14.609107999999999,-1.187378,39537.41185161933,46068.99479980666,67406.72061280343,56132.9844083994,75801.21362928486,82331.15701348947,83779.76746243754
46,734,-10.870224,-16.54261,-1.352112,38539.58058646708,44790.33163786498,65984.72371084387,53560.481715268936,73148.58356871622,79203.80380732493,80744.88115043784
47,735,-10.2313,-18.481270000000002,-0.772453,37848.817904210126,43685.43895324402,64603.531188132736,51071.64755231423,70484.54890081886,76095.26257959563,77690.14068037552
48,736,-10.368019,-19.926743,-0.190002,37534.98178756902,43548.39662867482,64512.7190676157,49565.33940677632,69205.50980183446,73985.9237885993,75927.26035995748
49,737,-10.193954,-19.422821,0.216385,37625.86255666102,43474.61374605344,64365.09106884871,50027.55158945391,69511.93404894066,74681.78608772058,76439.3432570145
50,738,-7.739258,-21.738556,-0.344009,37616.59653793019,41430.378198645274,60892.47733727497,46729.12603568401,64793.76472977632,70647.03324586542,71639.11886562906
51,739,-8.68058,-22.876595000000002,-0.082962,37515.42581350366,42173.547385145954,62072.36504844978,45956.04235897697,64739.19899432237,69219.85638541172,70928.34573365004
52,740,-10.032997,-24.649207999999998,-0.16536700000000001,37694.75368087211,43480.06873500204,63875.24678702747,44929.041838012075,64681.26581123466,67062.15536094272,69854.06804054395
53,741,-10.963318,-21.783119,2.188446,37394.09720256852,43939.48127639637,65092.444834243106,47952.540660932915,68113.31129014173,71450.44814934446,74065.33470809094
54,742,-9.755119,-25.242722,2.43692,37850.42162952842,43401.27647364154,63571.39520684351,44317.691857472586,63913.08720282369,66142.0074768762,68932.09614182793
55,743,-8.513268,-24.289001000000003,2.366028,37729.69237268904,42258.8727129401,61908.11383982648,44622.14534358622,63364.96085702301,67150.52017739274,69081.94270877594
56,744,-8.141022,-23.272644,3.472626,37625.47378760447,41826.35684476312,61386.73907916628,45396.83766481418,63836.331303923245,68514.22644043721,70030.67407396631
57,745,-6.299706,-24.709747,4.337784,38259.09767499816,40884.07539703485,59180.14911107908,43564.053529064935,60741.59747645044,66046.11160918185,66904.54469362296
58,746,-4.136551,-24.855614000000003,5.335968,39036.37931474953,39746.096578657656,56576.07036163616,42996.022063164055,58474.48364445768,65474.84045736938,65185.946226313696
59,747,-4.317963,-23.560722,6.497589,38734.30575184084,39542.10941775942,56647.19206582188,44173.125400848396,59763.11394924571,67370.54881243323,66919.23616025267
60,748,-6.4011309999999995,-24.410460999999998,7.10405,38168.4210007098,40874.92892764039,59272.9062099965,43848.69555650868,61092.391070325706,66494.64213176654,67342.52974329329
61,749,-4.3291699999999995,-22.835594,6.715271,38659.97582728543,39440.58683096566,56619.03189560804,44855.17035240669,60424.24166533437,68428.99843194718,67842.79291982851
62,750,-5.649208,-23.946541,7.272689999999999,38305.37313220296,40330.696872126726,58303.357057178204,44074.693652383234,60731.46331354126,67020.43271569378,67367.37393406652
63,751,-5.617691000000001,-23.238754,7.029167,38222.05876346446,40192.45020833553,58218.2541060366,44714.60427041203,61316.85990621369,68039.1200255619,68224.26821137029
64,752,-5.455498,-23.884918,6.998428,38358.71016982228,40208.35149279829,58060.31809243775,44087.582060141045,60592.359303313446,67075.77721552386,67305.79509507335
65,753,-5.595940000000001,-23.597549,6.980377000000001,38271.426081798905,40236.11511415754,58211.652458917124,44378.75199092108,60980.385300068905,67515.3236990085,67761.73441045883
66,754,-5.996826,-23.884399,7.189438000000001,38188.65259983237,40521.966587210685,58726.788848077595,44211.44196805694,61131.18599665555,67172.96975607035,67693.20826101949
67,755,-6.354759,-24.166237,7.087769000000001,38134.556496051635,40793.72471767398,59192.654266206555,44050.48037369612,61250.6344604824,66835.87522485644,67606.66579571164
68,756,-7.195015,-23.947876,6.827057000000001,37892.53722024352,41284.36421750089,60222.33469226372,44480.43940613998,62287.670779797205,67324.46011711386,68493.33780320903
69,757,-7.043671000000001,-24.873756,6.892608999999999,38112.27504779181,41388.97618403002,60118.67073435824,43632.6602244836,61364.69637985509,65967.1664627782,67258.81869528655
70,758,-7.895241,-25.648674,7.820778,38156.63678551089,42166.52499564131,61278.18987890323,43270.13166994968,61629.33813142446,65066.90848086873,66986.3213444426
71,759,-7.205307,-27.61879,9.160881,39028.29884268199,42457.82231350674,60825.49843802398,41577.704317045704,59449.03903049747,62146.012293763,64171.342349390325
72,760,-9.010826,-28.491699,8.85807,39192.85775298868,44058.84227318826,63249.474482437654,41659.604156205154,60768.067394448924,61419.08667367391,64636.73078588364
73,761,-8.275360000000001,-26.739502,8.199211,38475.70615169384,42794.72095780895,61935.4853002349,42568.687133158994,61204.17652185599,63633.89441592447,66015.22167892887
74,762,-10.209655999999999,-26.461655,8.803908999999999,38229.995618725625,44111.38111255651,64308.4364156611,43572.0496465555,63478.3001364364,64575.43470020192,67894.68744488181
75,763,-9.28476,-26.392066999999997,7.348755000000001,38240.848127874284,43387.943638563185,63130.38508693554,43220.90533371136,62533.43365753721,64394.97048231767,67220.24307340542
76,764,-10.732895,-24.531799,7.317489999999999,37671.29606116745,44019.41646071257,64771.571017161266,45347.35217968013,65529.53465285198,67444.33894261783,70561.29135152497
77,765,-10.529709,-22.695534,6.149475,37408.298118139304,43608.52175413205,64475.872791573995,46884.670031583795,66845.25058839802,69999.27593320921,72598.36668626065
78,766,-10.668747,-23.801125,6.680573,37534.00920383993,43842.1812297174,64657.38820887462,45946.6057199497,66056.43009266503,68460.31963364207,71376.02813471494
79,767,-10.826462,-23.113602,5.560501,37450.29994058571,43890.09484134128,64858.03109530503,46635.91547763049,66803.99217506072,69491.23452416564,72329.89054991989
80,768,-11.806244,-23.970398,4.979851,37632.39396914546,44831.65653942073,66152.01667363405,46357.74595869509,67153.43436447992,68593.9290824736,72111.18819420553
81,769,-10.795547000000001,-23.092316,3.5476910000000004,37447.155792520825,43862.202764507296,64817.661140703356,46640.86741180804,66788.88110267438,69512.00286222642,72330.59870561535
82,770,-11.206223,-23.35183,3.108246,37494.491295015585,44235.244482147806,65355.750010089716,46601.803061174585,67012.32492794984,69272.30348187454,72352.1790271575
83,771,-10.836212,-22.384201,2.6539,37399.02366977317,43846.457376367034,64889.74634285803,47317.51676913106,67444.69922398793,70542.10292301264,73224.50012476277
84,772,-10.983794999999999,-22.670578,2.198257,37420.05672681816,43986.92373746985,65073.744795622166,47118.09830452638,67353.69998535891,70176.36553987244,72994.24207918688
85,773,-10.700683999999999,-23.057404000000002,1.5821,37441.02784220144,43779.819117159066,64693.59192324153,46628.67760455007,66716.76279382127,69532.38679934564,72296.20226830685
86,774,-10.945267,-23.942856,1.6953580000000001,37565.97642286076,44092.75952982515,65022.02984465267,45953.04485155724,66238.04391545289,68346.53524165282,71432.4175715546
87,775,-10.717247,-23.06279,1.0115889999999998,37441.977327722474,43794.105876172456,64715.252913882316,46631.41870892482,66729.94424628188,69529.82405861582,72303.0485065267
88,776,-11.092155,-23.051407,0.922501,37455.76211630877,44108.24399916106,65207.93243471029,46818.64945763909,67143.34712281635,69664.76547467748,72620.70500672936
89,777,-11.030563,-21.767220000000002,0.98967,37397.36416121971,43996.83699005108,65182.75741761105,47999.46591415279,68199.52441299218,71494.58510217538,74138.94043793442
90,778,-10.876441999999999,-20.80687,0.308792,37437.04346496719,43895.11959050413,65069.505233589756,48881.168433305385,68910.84476368409,72844.52728923768,75211.60534630503
91,779,-10.60321,-21.654984,0.377151,37384.40877081987,43635.4031231015,64625.34437259427,47912.3942196272,67844.46340102302,71525.43851368182,73936.51602783326
92,780,-11.184174,-21.390320000000003,-0.075058,37414.994910225214,44133.316272947726,65418.110643010004,48440.940336829015,68703.73012540981,72090.02453701112,74728.91111495142
93,781,-10.76844,-21.543266,-0.07699600000000001,37391.05019993682,43775.237477348455,64852.73679218487,48096.84486650818,68121.18553831798,71738.05670383,74206.51366154331
94,782,-11.144691,-21.00631,0.567612,37434.04003228651,44113.96399255704,65404.29117427051,48804.40199092571,69012.24513927863,72636.63494648722,75175.46202266631
95,783,-10.566092999999999,-21.442116,0.46863599999999994,37389.492411670886,43606.67752466908,64593.37076054543,48105.09664912754,67997.84723587506,71823.63477000779,74171.57446214778
96,784,-10.72419,-21.161125,0.9682850000000001,37406.187481588386,43747.60652384388,64828.75634180238,48455.42772447649,68422.29807117909,72280.73764612345,74647.22840250758
97,785,-10.335426,-21.53598,1.4575040000000001,37384.6108862837,43413.63010988541,64281.02716546312,47910.500067024856,67668.23224088011,71618.3373643316,73872.5788710258
98,786,-10.421875,-21.929558,1.6767880000000002,37380.18649686619,43486.30524854616,64367.38739602145,47564.182556476146,67405.2226195888,71072.60275648504,73452.7383231282
99,787,-10.805061,-21.906189,1.554039,37387.62944414351,43806.22757718437,64874.492597759076,47759.95202675549,67834.12888762755,71222.97138187468,73786.69235341341
100,788,-10.590575999999999,-22.717636,1.17469,37410.74775981425,43660.48048652303,64555.1807064098,46891.71762513682,66891.15135842202,69986.10233420029,72620.20145992123
101,789,-10.381622,-22.970642,1.264343,37428.41323103969,43508.61306810171,64276.79972909066,46563.10830219121,66449.5139360768,69559.01384489471,72145.09931297287
102,790,-10.220612,-22.586891,1.015274,37400.664368928294,43347.66948665694,64073.79477803245,46848.67694450257,66610.47530659419,70062.79393117243,72484.67440669486
103,791,-10.259308,-23.492325,2.2200849999999996,37485.94491924666,43465.7175956231,64118.05401436722,46034.49725137342,65875.02763901571,68774.9701909901,71416.17199523206
104,792,-10.351196,-22.072411,1.319893,37381.34339784984,43431.10762640742,64266.18532439265,47395.11448376738,67202.76191884711,70844.63095786309,73220.3521496008
105,793,-10.628036,-23.055405,2.690987,37439.16724172718,43719.318876611454,64598.40420529349,46597.026390153296,66640.52902899223,69512.72940244555,72240.06992142658
106,794,-10.466751,-22.641853,2.023636,37404.124334727225,43552.89261702329,64394.72590094148,46906.40072617334,66824.66833848979,70057.38155071308,72613.50382843825
107,795,-11.012802,-22.489876000000002,2.382858,37411.10407063683,44001.01924712408,65118.38169736048,47300.78344341921,67541.8758187597,70445.4316069293,73237.79328083283
108,796,-10.560684,-22.673370000000002,3.245926,37407.30103949206,43632.63859019891,64517.105028510996,46919.38907470143,66897.59018797928,70040.6171598643,72650.19529571563
109,797,-10.782928,-21.945625,2.8928529999999997,37387.063188534135,43788.11028442765,64842.7026833395,47711.687776504245,67775.3210256085,71159.04426144806,73720.36067566759
110,798,-11.249008,-22.348244,2.696182,37418.052979071515,44196.48026723319,65436.95250494854,47547.05701124873,67919.8644575356,70724.91243115142,73601.98896739146
111,799,-10.527519,-22.333763,3.216675,37389.54249609644,43586.126900668816,64485.4092789136,47224.02067223472,67159.05426251325,70519.87531994646,73039.03986495412
112,800,-10.353317,-21.721222,2.483612,37380.84142418181,43427.66214111565,64290.77371425427,47736.5415837218,67519.5810680052,71354.40414374926,73656.48956211479
113,801,-10.903922999999999,-22.083687,3.3216550000000002,37392.900054605394,43893.1485881972,64994.29464702716,47634.95023701597,67782.01898456037,70996.95568359972,73647.39396686149
114,802,-10.537621000000001,-21.486862,3.014809,37387.543163778995,43582.13858600781,64551.96469506184,48048.20701437944,67926.98322713336,71749.9813372488,74093.35339769606
115,803,-10.189468,-22.356094,3.029816,37389.80784103457,43309.3750982506,64040.766247427004,47053.087942302904,66779.91673342636,70386.57815795329,72743.03212103067
116,804,-9.792274,-21.614754,3.247955,37392.97100047184,42971.50527636937,63560.977367868756,47602.01024553584,67024.60895069398,71347.31279493214,73349.31132561767
117,805,-10.287163,-22.581543,3.246254,37399.985606017486,43401.59554884982,64161.073930477134,46882.95276445075,66685.90116260365,70090.27237173216,72544.08321235843
118,806,-10.28434,-21.467712,2.712662,37386.79625079278,43372.36631720327,64219.15174807401,47955.62729714744,67676.30140843535,71702.64613204208,73917.40622672366
119,807,-10.476349,-21.184357000000002,3.039139,37400.19579098782,43538.697410952176,64498.08037795844,48321.452706654396,68138.34792150845,72172.30157029135,74422.33063196958
120,808,-10.909363,-20.767853,3.140533,37441.8145201969,43925.799298242615,65117.95828992346,48935.800576356574,68982.03583277542,72911.70242941711,75286.71169680853
121,809,-10.565994,-22.208,2.989594,37386.103012705265,43613.086205905514,64541.81500383336,47361.062993980704,67310.98686053106,70713.16583728208,73224.1491107453
122,810,-10.052559,-22.204826,2.971756,37386.90273317618,43191.74327583973,63867.77314392103,47138.247167001915,66768.7177896405,70565.23567620893,72821.17016878625
123,811,-10.120415,-21.883759,2.5398560000000003,37381.411138901996,43238.2002745663,63973.75362682318,47477.028813678495,67127.00801116113,71050.12795304807,73271.44679165029
124,812,-10.150375,-22.175010999999998,2.477554,37384.556450705226,43269.98641646862,63997.32878901403,47208.90380688578,66898.67546791662,70636.87837985907,72935.03766903031
125,813,-9.633453,-22.161301,3.018784,37400.23149836737,42855.04900920093,63321.94281626469,47004.62297272761,66365.84564539244,70509.06431803739,72546.72628374991
126,814,-9.530296,-21.845596,2.864319,37402.51696391159,42765.196789716174,63203.37272409158,47268.79525345628,66541.05678710657,70938.75384977962,72858.41775614237
127,815,-9.561371000000001,-22.176353,2.521851,37404.30110226426,42798.81779572159,63227.32000557434,46960.79856480344,66276.78035873802,70467.23261072661,72472.0103786386
128,816,-9.91478,-22.707092000000003,2.837509,37413.85868743035,43109.33428104099,63671.460760728936,46604.0617384679,66181.2824685408,69800.18019548,72095.59716102597
129,817,-9.990860000000001,-22.128304,3.0647889999999998,37386.46139952514,43139.16878572197,63790.54004705562,47185.34654365619,66771.55134960664,70658.16169349637,72867.08134920159
130,818,-9.976524000000001,-22.086861,3.3605650000000002,37386.04304305727,43126.287465209854,63773.80084019251,47219.142076197204,66793.35167389341,70714.06244898944,72907.03244960398
131,819,-9.956749,-21.897751,3.080704,37384.815255231464,43105.83216061611,63758.18638225291,47393.75145752771,66941.77975086714,70982.60475643372,73125.67769658695
132,820,-9.780228,-21.470146,2.997818,37397.41277424621,42962.86508137954,63555.958387451275,47739.98050383313,67143.77724529947,71554.58821296632,73520.54722209353
133,821,-9.79538,-21.981827,2.635376,37390.4076604138,42978.08336854983,63542.16298213827,47244.60918429817,66696.4709526041,70814.72125222273,72895.26245562243
134,822,-10.557861,-22.125473,2.965775,37384.04038498797,43603.64856559705,64535.31481847832,47436.315035251006,67375.38548016147,70829.9766922202,73319.16683552883
135,823,-10.09906,-20.751808,3.071243,37433.52609903392,43248.55686950776,64044.85193140314,48595.563121158324,68142.00093915722,72694.83699613178,74670.70087525321
136,824,-10.956932,-20.77787,2.788536,37442.92517002109,43965.854151144056,65180.14115982365,48947.48618723521,69023.28250056601,72911.7144347558,75311.89651815142
137,825,-9.810532,-22.513977,2.917877,37405.793186325966,43013.02247417345,63540.198869955726,46741.65120676942,66240.07359287568,70048.82506266558,72250.35573321128
138,826,-10.211502000000001,-22.355804,2.759186,37389.591037934544,43327.309197245704,64069.65055121112,47062.96624228763,66803.54606589089,70393.49116159533,72760.82875833292
139,827,-10.093017999999999,-21.997207999999997,2.118423,37382.4130065301,43218.12270019655,63931.21050902641,47355.33304685335,66996.42251217159,70877.6478314517,73109.43680081339
140,828,-10.36618,-21.6866,2.263161,37381.35932890719,43438.24206434011,64310.19162058035,47776.05214766945,67564.43709814393,71408.49854668527,73709.61264046705
141,829,-10.302567,-21.125641,2.437119,37402.97895003666,43396.640078720855,64274.0045322427,48304.26872200475,68008.8664109869,72206.71945411726,74359.27012898939
142,830,-10.479683,-22.935745,2.3700099999999997,37426.02169054967,43586.00822213316,64405.53681644037,46639.35009922409,66584.28280345393,69638.85223458316,72265.99673541187
143,831,-10.315643,-21.496277,2.260757,37385.79708752393,43397.7702500087,64258.10884219496,47941.02710472893,67683.38744399208,71670.2712934019,73906.4374588981
144,832,-10.208244,-22.045143,2.2425080000000004,37381.48698099224,43313.155735842076,64079.82638037659,47358.79874650115,67075.49958971135,70841.84541290706,73140.97093158499
145,833,-10.191658,-21.041222,2.28463,37409.13006691951,43308.77100584587,64135.9262019314,48341.41225569847,67970.02723755468,72297.78627286978,74378.39748419775
146,834,-9.606239,-21.373413,3.214279,37408.87123031393,42825.66001264333,63335.57058677275,47765.29608351185,67050.43409747261,71647.43964642867,73506.98645264219
147,835,-9.994507,-20.908157,2.531593,37422.28517712241,43154.06086505192,63889.58237913494,48392.585955700575,67886.58713112892,72436.00828551727,74392.30523976793
148,836,-10.809998,-20.672363,2.432022,37447.13913352217,43847.71920241834,64997.20339848197,48987.64761426127,68965.49761448317,73021.04257847193,75328.07864216146
149,837,-10.235825,-21.427887,2.699539,37388.44816788494,43333.09685893175,64158.47870639831,47974.02791506922,67661.37370961181,71746.43351247229,73928.95735383702
150,838,-9.891052,-21.222115,3.0786439999999997,37404.310799846964,43057.19494055802,63722.423000805844,48032.991818260765,67487.47114104114,71947.6224479848,73917.23578915895
151,839,-10.184975,-21.454987,2.760132,37387.92335316818,43290.929332156455,64089.23165074016,47925.27725425085,67583.02667678468,71692.14983144894,73855.25320228619
152,840,-10.307297,-21.2845,2.957352,37394.24481436531,43395.22670772238,64265.24935816356,48147.466910102936,67867.87784804087,71976.30554277755,74164.13992147728
153,841,-10.128197,-20.618347,2.808128,37446.04858092356,43281.67234688809,64099.08098618224,48744.40967040002,68297.61632615942,72898.93100902157,74861.99682889984
154,842,-10.382935,-21.378357,2.898949,37390.11581244922,43455.46265554561,64356.79384716095,48087.15025159985,67861.94806234287,71861.80663105847,74106.41311906457
155,843,-9.991791000000001,-20.924460999999997,2.9002380000000003,37421.07158630774,43150.999374538835,63884.273955785,48374.91643596587,67868.57051567813,72411.36580914166,74369.65412149654
156,844,-9.939803999999999,-20.614441,2.60141,37450.44475161851,43128.13954089581,63850.63367853873,48669.66716983281,68104.23992037459,72851.27677363236,74721.01932588131
157,845,-10.633987,-20.453537,2.612503,37465.75872712639,43716.09444243958,64790.86756282988,49132.88634369221,68984.37431654996,73288.76413987012,75465.44164067878
158,846,-10.388092,-20.563682999999997,2.42942,37450.38895192882,43500.730816061754,64450.036396214244,48911.737202386605,68621.7677306685,73054.3535322309,75133.55571802237
159,847,-10.723236,-20.6791,2.9213259999999996,37443.82505161474,43773.55093710477,64880.9196689248,48941.62482176938,68867.3210063141,72984.85452976724,75251.0729046655
160,848,-10.221313,-21.541176,2.726601,37384.91220792334,43319.65703761662,64130.22057189025,47855.78798517993,67542.93693145507,71577.2771688158,73776.34068352901
161,849,-10.011116000000001,-21.490982000000002,3.085464,37389.61656325872,43148.70276961072,63857.53888144832,47815.58878307469,67367.12297820259,71589.57553492508,73674.28250716625
162,850,-10.214424000000001,-21.502029,2.727554,37386.10922713355,43314.427388347634,64124.230477864236,47891.44467536779,67571.25381107627,71632.23633139282,73819.70295676864
163,851,-10.793312,-21.315231,2.297455,37400.202941109324,43800.9226541809,64905.63567237676,48333.37286000458,68354.79321552439,72077.31766081792,74509.85378647348
164,852,-10.486511,-21.880035,3.209641,37380.62895240397,43539.14663316034,64455.64066360519,47640.89285754562,67518.18382556488,71163.74926216151,73565.21214573644
165,853,-10.903687,-21.264122,2.976944,37406.6615958622,43896.27243925113,65056.98556448162,48434.75372888771,68518.94075714753,72185.71635518207,74661.39141446946
166,854,-10.756119,-21.077492000000003,2.984451,37412.282001028216,43778.103859570176,64879.634751421414,48553.602960819255,68533.03409357989,72412.44396829462,74777.0855841546
167,855,-10.831581,-20.957863,2.8761900000000002,37423.13061543956,43848.02286690309,64992.676753124004,48708.13470784152,68723.42964414839,72610.12220694235,74986.66917797952
168,856,-10.941086,-20.634415,3.000305,37455.94717249916,43962.518635084234,65176.5784636897,49086.12303477211,69139.96536060808,73116.75452301935,75479.63641557067
169,857,-11.556068,-22.011734,2.249794,37432.86901102179,44453.77653376594,65863.9952769572,48017.01940409207,68547.36759356715,71310.28387098893,74263.46171114118
170,858,-10.488045,-21.080368,2.519119,37406.6451539845,43552.562789484866,64523.87393488747,48430.81296655794,68246.392367917,72327.5461072734,74561.71583069908
171,859,-10.779297,-20.075737,2.366158,37519.2239487281,43877.52555733943,65037.94807281286,49589.46833243404,69495.3347456507,73887.84638464193,76058.54057782577
172,860,-10.488014,-19.76857,2.309418,37561.89707210326,43669.28686490215,64697.68418751955,49784.0422737765,69483.33487636855,74254.47003617493,76222.65134517607
173,861,-10.787376,-20.759445,2.684853,37438.14479238514,43822.380019441414,64956.56520334779,48888.77794005094,68860.40746844026,72886.68551121661,75200.65104454399
174,862,-10.547165,-20.825829000000002,2.1819919999999997,37426.612482282624,43615.32353414801,64629.68880921161,48713.87059849898,68544.48721129453,72717.20733542748,74927.7333029087
